Age,Gender,Annual_Income,Occupation,Credit_Score,Family_Size,Car_Ownership,House_Ownership,Education,Marital_Status,Distance_to_Work,Monthly_Expenses,Savings,Preferred_Car_Type,Purchased
38,Female,132020,Engineer,629,6,Yes,Rent,Bachelor,Married,17,2208,51385,SUV,1
23,Male,44226,Business,474,2,Yes,Own,Bachelor,Married,40,4074,31653,Truck,0
23,Male,26721,Doctor,748,4,No,Rent,High School,Single,49,3819,92865,Sedan,0
21,Female,76154,Doctor,653,1,Yes,Rent,Master,Married,21,1906,85720,Sedan,1
47,Female,40609,Doctor,798,2,No,Rent,Bachelor,Single,23,1741,15799,Hatchback,0
28,Male,72130,Business,440,2,No,Rent,High School,Married,20,3633,61103,Truck,1
47,Female,92909,Manager,392,6,Yes,Own,PhD,Married,11,1298,16052,Hatchback,1
48,Male,124211,Engineer,538,3,Yes,Rent,PhD,Married,34,2023,7044,SUV,0
41,Female,75249,Business,504,3,Yes,Rent,High School,Married,10,4607,20871,SUV,1
26,Male,68895,Doctor,732,1,Yes,Rent,Master,Married,10,3388,90303,Hatchback,1
20,Female,114473,Student,544,3,No,Own,High School,Single,43,3190,21234,Truck,1
48,Female,25656,Teacher,616,2,Yes,Own,High School,Married,6,4591,22381,Sedan,0
57,Male,144865,Business,594,3,Yes,Rent,Bachelor,Single,36,1741,18274,SUV,0
54,Female,94520,Business,581,5,No,Rent,High School,Single,24,1190,88840,Truck,1
53,Female,83740,Engineer,316,3,Yes,Rent,High School,Single,12,1027,84108,Truck,1
41,Male,84309,Engineer,370,2,Yes,Rent,PhD,Single,43,1995,50892,SUV,1
48,Female,49984,Business,568,6,Yes,Rent,Bachelor,Single,23,4325,51521,SUV,0
23,Male,138947,Doctor,624,1,Yes,Rent,PhD,Single,27,3393,92501,Truck,0
19,Male,93822,Teacher,604,4,No,Own,PhD,Single,45,1392,84920,Sedan,1
37,Female,25901,Engineer,750,3,No,Rent,Master,Single,37,886,84391,Hatchback,1
45,Female,51552,Doctor,306,2,Yes,Rent,Master,Married,6,1749,18920,SUV,0
28,Female,111245,Student,613,4,Yes,Rent,Bachelor,Married,1,3028,17702,Hatchback,0
21,Female,51055,Engineer,402,4,No,Rent,Bachelor,Single,6,4028,2894,Truck,0
32,Female,57685,Doctor,492,5,Yes,Rent,Master,Single,22,1397,31985,Hatchback,0
23,Female,93965,Doctor,828,4,Yes,Rent,Master,Single,41,1210,29287,Sedan,1
47,Female,34716,Teacher,470,6,Yes,Own,Master,Married,24,4195,74527,Truck,0
55,Male,134099,Teacher,836,2,Yes,Own,Master,Married,25,3186,16439,Sedan,1
19,Female,31138,Student,550,2,Yes,Own,Master,Single,15,915,95620,Truck,0
32,Male,55298,Doctor,686,3,Yes,Own,PhD,Single,26,1971,43235,Sedan,1
28,Female,71112,Manager,506,3,Yes,Own,Bachelor,Married,8,4680,28659,Truck,1
25,Female,43429,Doctor,840,3,Yes,Own,PhD,Married,24,4762,25976,Sedan,1
43,Male,70200,Teacher,715,6,Yes,Rent,PhD,Single,48,2931,83643,Truck,1
62,Female,91308,Manager,679,4,No,Rent,High School,Single,38,3015,68865,Sedan,1
61,Female,68244,Engineer,443,4,No,Rent,PhD,Single,6,1595,69306,Truck,0
22,Male,137217,Engineer,324,5,No,Rent,Master,Single,35,1309,57697,Sedan,1
23,Female,134055,Business,372,6,Yes,Rent,Master,Married,42,3544,71382,SUV,0
43,Female,121268,Teacher,392,3,Yes,Rent,High School,Married,1,1492,17651,Hatchback,0
21,Female,125441,Business,804,1,No,Own,High School,Single,46,1781,50044,Truck,1
36,Male,37347,Manager,635,5,Yes,Rent,High School,Single,36,4870,15633,Sedan,0
37,Female,36920,Teacher,724,1,No,Own,High School,Single,12,2273,80164,SUV,1
50,Female,51822,Student,798,4,Yes,Own,High School,Married,38,4061,1569,Truck,0
37,Female,66659,Doctor,663,5,No,Rent,PhD,Single,11,4316,60900,Truck,1
29,Female,60108,Student,498,5,No,Rent,High School,Single,12,2256,68509,Truck,0
64,Male,148955,Manager,712,2,No,Rent,PhD,Single,42,2873,34038,Hatchback,1
18,Male,109099,Teacher,638,4,Yes,Rent,Bachelor,Married,39,3076,50088,Sedan,0
43,Female,27967,Manager,728,4,No,Rent,High School,Single,7,1391,74177,Sedan,1
31,Female,130719,Doctor,438,6,Yes,Rent,High School,Married,11,4684,75466,Truck,1
55,Male,31871,Engineer,841,5,Yes,Rent,PhD,Single,36,1207,73216,Truck,1
54,Male,114299,Engineer,356,4,Yes,Own,Bachelor,Single,31,2897,67793,Truck,1
28,Female,97452,Manager,531,5,Yes,Rent,PhD,Single,33,4982,74786,SUV,1
53,Male,94270,Business,734,6,Yes,Rent,PhD,Married,13,2634,39138,Truck,1
30,Female,53613,Teacher,683,6,Yes,Own,High School,Single,18,2854,64310,Hatchback,1
60,Male,48179,Teacher,493,2,Yes,Rent,Master,Single,41,1476,29757,Sedan,0
20,Male,140465,Engineer,833,5,No,Rent,Master,Married,24,1234,71394,Hatchback,1
50,Male,72188,Student,817,4,No,Own,PhD,Married,9,2968,80027,Truck,1
23,Male,75099,Doctor,484,4,No,Rent,High School,Married,31,3040,91830,SUV,0
27,Female,55262,Student,591,5,Yes,Rent,Bachelor,Single,41,1132,57151,Truck,0
22,Male,98213,Student,634,5,Yes,Rent,Master,Married,10,4768,50272,Truck,0
40,Male,137407,Manager,415,5,Yes,Rent,Bachelor,Single,2,4599,7908,Truck,0
27,Female,38268,Engineer,348,3,Yes,Rent,Master,Married,38,3401,11844,Truck,0
61,Male,97866,Engineer,381,4,No,Rent,High School,Married,15,2163,52455,Truck,1
19,Male,106269,Engineer,632,6,Yes,Own,PhD,Married,3,2515,69447,Sedan,1
